,block_state_geography_2010.geom,block_state_geography_2010_centroid,block_state_housingoccupancytenure_2010.geoid10,block_state_housingoccupancytenure_2010.h00010001,block_state_housingoccupancytenure_2010.h0030001,block_state_housingoccupancytenure_2010.h0030002,block_state_housingoccupancytenure_2010.h0030003,block_state_housingoccupancytenure_2010.h0040001,block_state_housingoccupancytenure_2010.h0040002,block_state_housingoccupancytenure_2010.h0040003,block_state_housingoccupancytenure_2010.h0040004,block_state_housingoccupancytenure_2010.h0190001,block_state_housingoccupancytenure_2010.h0190002,block_state_housingoccupancytenure_2010.h0190003,block_state_housingoccupancytenure_2010.h0190004,block_state_housingoccupancytenure_2010.h0190005,block_state_housingoccupancytenure_2010.h0190006,block_state_housingoccupancytenure_2010.h0190007
48,"MULTIPOLYGON(((-102.797701 38.274282,-102.797774 38.274246,-102.797861 38.274222,-102.797942 38.274214,-102.80075 38.27421,-102.806371 38.274159,-102.8096 38.274202,-102.814664 38.274318,-102.820608 38.274433,-102.820758 38.274424,-102.820965 38.274392,-102.82103 38.274367,-102.821126 38.274309,-102.821199 38.274254,-102.821266 38.274172,-102.821326 38.274045,-102.821349 38.273823,-102.821355 38.273022,-102.821331 38.267764,-102.821361 38.26723,-102.821408 38.267121,-102.821454 38.267061,-102.821509 38.26702,-102.821588 38.266978,-102.821675 38.26695,-102.821677 38.2669,-102.821706 38.266769,-102.821753 38.266645,-102.82187 38.266555,-102.822044 38.266529,-102.822906 38.266488,-102.824683 38.266495,-102.832579 38.266461,-102.834481 38.266461,-102.839085 38.266641,-102.839875 38.266729,-102.841348 38.267021,-102.841535 38.267045,-102.842321 38.267066,-102.845998 38.267063,-102.849104 38.267054,-102.851737 38.267038,-102.851754 38.267038,-102.852203 38.267035,-102.856666 38.267006,-102.858007 38.267008,-102.858009 38.267207,-102.858004 38.267609,-102.858018 38.269587,-102.85807 38.280416,-102.85807 38.282459,-102.858125 38.295914,-102.858147 38.299052,-102.858198 38.310381,-102.858205 38.313167,-102.85826 38.322865,-102.858277 38.323572,-102.858269 38.324588,-102.858264 38.324655,-102.858251 38.324723,-102.858206 38.324795,-102.85815 38.324852,-102.858061 38.32489,-102.857963 38.32491,-102.857842 38.324921,-102.855615 38.324928,-102.846596 38.324911,-102.839823 38.324908,-102.839456 38.324903,-102.82998 38.324903,-102.826021 38.324899,-102.822582 38.3249,-102.821191 38.324906,-102.812798 38.324952,-102.802052 38.324976,-102.79717 38.324963,-102.794137 38.324951,-102.793868 38.324945,-102.793895 38.324699,-102.793967 38.324323,-102.794272 38.322823,-102.795004 38.31937,-102.795936 38.314913,-102.796004 38.314502,-102.795989 38.31412,-102.795902 38.313712,-102.795686 38.312848,-102.79542 38.311552,-102.795239 38.310511,-102.795148 38.309988,-102.795034 38.309466,-102.794801 38.308823,-102.794381 38.307776,-102.794046 38.306925,-102.793925 38.306461,-102.793879 38.306049,-102.793861 38.305109,-102.793858 38.301334,-102.793869 38.298625,-102.79387 38.295983,-102.79387 38.28705,-102.793893 38.28367,-102.793898 38.280371,-102.793924 38.279874,-102.794041 38.279847,-102.794122 38.279805,-102.794215 38.279719,-102.794668 38.279164,-102.795146 38.278548,-102.795449 38.278202,-102.795963 38.277765,-102.796292 38.277475,-102.796448 38.277274,-102.79658 38.277079,-102.796809 38.276685,-102.796989 38.276304,-102.79716 38.275886,-102.797517 38.274552,-102.797565 38.274441,-102.797605 38.274363,-102.797701 38.274282)))",POINT(-102.827356027809 38.2973193927226),080619601001494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,"MULTIPOLYGON(((-102.516939 38.562791,-102.516831 38.56277,-102.516742 38.562717,-102.516397 38.562356,-102.516193 38.56222,-102.516129 38.562116,-102.516113 38.561998,-102.516121 38.56188,-102.51609 38.561839,-102.516075 38.561781,-102.516212 38.56188,-102.516293 38.562132,-102.516939 38.562791)))",POINT(-102.516412492754 38.5622943224517),080619601001012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,"MULTIPOLYGON(((-102.785062 38.480997,-102.785705 38.481001,-102.785702 38.482001,-102.785062 38.482002,-102.785062 38.480997)))",POINT(-102.785382484336 38.4814998577186),080619601002065,3,3,3,0,3,1,2,0,3,3,1,2,0,0,0
51,"MULTIPOLYGON(((-102.500716 38.495936,-102.500867 38.496099,-102.500926 38.496196,-102.501024 38.496421,-102.50106 38.49663,-102.501057 38.496771,-102.500912 38.496329,-102.500839 38.496184,-102.500716 38.495936)))",POINT(-102.500935469364 38.4963390323606),080619601001232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,"MULTIPOLYGON(((-102.794348 38.358231,-102.794368 38.358153,-102.794494 38.357879,-102.794514 38.357857,-102.794598 38.357741,-102.794807 38.357566,-102.795337 38.357187,-102.795672 38.357006,-102.796091 38.356852,-102.796314 38.356786,-102.797018 38.356643,-102.797423 38.356605,-102.79805 38.35661,-102.798664 38.356676,-102.799305 38.35673,-102.799654 38.356818,-102.799877 38.356883,-102.800017 38.356976,-102.800128 38.357124,-102.800135 38.357316,-102.800128 38.357437,-102.799926 38.35787,-102.799787 38.358057,-102.799599 38.358342,-102.799376 38.3586,-102.799187 38.358743,-102.79886 38.358924,-102.798448 38.359193,-102.798309 38.359269,-102.798107 38.35939,-102.797869 38.3595,-102.797625 38.35956,-102.796928 38.359583,-102.796635 38.359627,-102.796238 38.359654,-102.795659 38.359594,-102.795366 38.359534,-102.795191 38.359485,-102.795031 38.359408,-102.794808 38.359277,-102.79471 38.359211,-102.794529 38.359058,-102.794424 38.358904,-102.794354 38.358778,-102.794305 38.358504,-102.794333 38.35829,-102.794348 38.358231),(-102.796446 38.358045,-102.796467 38.358047,-102.796502 38.357724,-102.796239 38.357686,-102.796014 38.35768,-102.795951 38.357763,-102.795951 38.357998,-102.796446 38.358045)))",POINT(-102.797169259123 38.3580864339859),080619601001184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"MULTIPOLYGON(((-103.26207 38.271576,-103.262051 38.271519,-103.262381 38.271208,-103.262682 38.270838,-103.262824 38.270556,-103.262844 38.270501,-103.262929 38.270317,-103.262997 38.270077,-103.26306 38.269637,-103.263055 38.269324,-103.262956 38.26877,-103.262862 38.268113,-103.262822 38.267762,-103.262817 38.267476,-103.262791 38.267153,-103.262837 38.266916,-103.262923 38.266652,-103.263031 38.266437,-103.263264 38.266121,-103.263655 38.265744,-103.263701 38.265706,-103.263822 38.265706,-103.263895 38.265705,-103.263706 38.265858,-103.263383 38.266175,-103.263185 38.26644,-103.263063 38.266667,-103.26295 38.267041,-103.262925 38.267195,-103.262951 38.267535,-103.262954 38.26776,-103.262994 38.268095,-103.263039 38.268297,-103.263089 38.268818,-103.263195 38.269311,-103.263186 38.269652,-103.26313 38.270114,-103.26303 38.2704,-103.262909 38.270687,-103.262746 38.270963,-103.26239 38.271373,-103.262087 38.271629,-103.26207 38.271576)))",POINT(-103.262968527835 38.2686192091039),080619601001167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"MULTIPOLYGON(((-102.784407 38.479525,-102.78441 38.479037,-102.785017 38.479045,-102.785042 38.479058,-102.785056 38.479075,-102.785068 38.479116,-102.785065 38.480021,-102.784401 38.480018,-102.784407 38.479525)))",POINT(-102.784735576888 38.4795318952946),080619601002078,3,3,3,0,3,2,1,0,3,3,1,2,0,0,0
55,"MULTIPOLYGON(((-102.47505 38.418519,-102.475016 38.417836,-102.475014 38.417549,-102.475134 38.41708,-102.475155 38.416933,-102.475104 38.416618,-102.475057 38.416442,-102.474947 38.416325,-102.474811 38.416251,-102.474683 38.416203,-102.474664 38.41615,-102.474659 38.41608,-102.474742 38.415958,-102.474852 38.415872,-102.474976 38.415841,-102.475117 38.41586,-102.475183 38.415888,-102.475256 38.415894,-102.475417 38.415803,-102.47584 38.415454,-102.478348 38.413881,-102.479566 38.413189,-102.479811 38.41308,-102.47984 38.413027,-102.479841 38.41298,-102.479882 38.412917,-102.479949 38.412891,-102.480011 38.412913,-102.480031 38.41298,-102.479986 38.413121,-102.479971 38.413218,-102.479959 38.413493,-102.479856 38.416813,-102.479828 38.418144,-102.479794 38.418349,-102.479747 38.418402,-102.479684 38.418438,-102.479559 38.418468,-102.47505 38.418519)))",POINT(-102.477748485549 38.4163523213029),080619601001376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,"MULTIPOLYGON(((-102.793925 38.279709,-102.793924 38.279874,-102.793898 38.280371,-102.793893 38.28367,-102.79387 38.28705,-102.79387 38.295983,-102.78783 38.295954,-102.787813 38.295877,-102.787941 38.295875,-102.787944 38.295823,-102.78777 38.29568,-102.787602 38.295477,-102.787546 38.295261,-102.787928 38.293378,-102.788303 38.291648,-102.788602 38.290312,-102.789116 38.288065,-102.790039 38.283835,-102.790171 38.283308,-102.790456 38.28255,-102.790651 38.282253,-102.790915 38.281918,-102.791082 38.281736,-102.791396 38.281451,-102.791751 38.281176,-102.792071 38.280961,-102.792579 38.280669,-102.793053 38.280389,-102.793304 38.280224,-102.793925 38.279709)))",POINT(-102.791399553608 38.2892812553018),080619601001493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,"MULTIPOLYGON(((-102.732052 38.472375,-102.732337 38.472574,-102.732617 38.472756,-102.733053 38.472993,-102.73354 38.4732,-102.733969 38.47333,-102.734262 38.473402,-102.734498 38.473451,-102.734987 38.473527,-102.730919 38.473086,-102.731115 38.473034,-102.731262 38.472975,-102.731368 38.472915,-102.731546 38.47279,-102.732052 38.472375)))",POINT(-102.73241052012 38.4729957647827),080619601002129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,"MULTIPOLYGON(((-103.165829 38.453304,-103.165937 38.453486,-103.16418 38.454107,-103.163906 38.454207,-103.163858 38.454219,-103.163757 38.454228,-103.163761 38.453895,-103.165829 38.453304)))",POINT(-103.164734848987 38.4537642639687),080619601001117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,"MULTIPOLYGON(((-102.303349 38.46545,-102.303363 38.466076,-102.298859 38.466154,-102.298733 38.466157,-102.298793 38.467483,-102.298327 38.467492,-102.296652 38.467508,-102.29626 38.467515,-102.294978 38.467539,-102.29412 38.467547,-102.293689 38.467541,-102.293705 38.466641,-102.294022 38.4666,-102.303349 38.46545)))",POINT(-102.297585187724 38.4666799930491),080619601001353,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0
60,"MULTIPOLYGON(((-102.105917 38.471701,-102.113011 38.471685,-102.124351 38.471634,-102.124357 38.471921,-102.108003 38.472038,-102.087411 38.47212,-102.087411 38.471697,-102.089655 38.471757,-102.091175 38.471774,-102.105917 38.471701)))",POINT(-102.105254838552 38.4718728665692),080619601001300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,"MULTIPOLYGON(((-102.49683 38.284138,-102.4964 38.284016,-102.496165 38.283977,-102.495988 38.283956,-102.495779 38.283973,-102.49514 38.284104,-102.494835 38.284185,-102.494447 38.284299,-102.493993 38.284418,-102.493567 38.284574,-102.493346 38.28467,-102.493062 38.284778,-102.49268 38.28486,-102.492513 38.284868,-102.492297 38.284861,-102.492065 38.284837,-102.492274 38.284733,-102.492628 38.284689,-102.493515 38.284507,-102.494267 38.284256,-102.495209 38.284009,-102.495551 38.283924,-102.495904 38.28389,-102.496171 38.283927,-102.496604 38.284028,-102.49683 38.284138)))",POINT(-102.493964853084 38.2844232934871),080619601001518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,"MULTIPOLYGON(((-102.551552 38.319062,-102.554124 38.318093,-102.555169 38.317614,-102.55686 38.316743,-102.557435 38.316386,-102.559144 38.315162,-102.560222 38.314142,-102.560665 38.313665,-102.561605 38.312544,-102.562612 38.311177,-102.562447 38.312384,-102.561995 38.319406,-102.561799 38.319408,-102.561366 38.319449,-102.560775 38.319458,-102.559552 38.319425,-102.554682 38.319226,-102.551552 38.319062)))",POINT(-102.55907265863 38.3170054902934),080619601001398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,"MULTIPOLYGON(((-102.082473 38.469459,-102.082338 38.46939,-102.082185 38.46934,-102.082069 38.469331,-102.081952 38.469322,-102.081131 38.469295,-102.080184 38.469289,-102.079819 38.469282,-102.078654 38.469279,-102.078127 38.46929,-102.078033 38.462706,-102.078021 38.456895,-102.078008 38.456579,-102.086239 38.456613,-102.086807 38.456609,-102.087232 38.456612,-102.087275 38.460338,-102.08734 38.463799,-102.087405 38.470675,-102.087422 38.471504,-102.087411 38.471697,-102.086254 38.471662,-102.083521 38.471676,-102.082802 38.471672,-102.082778 38.471037,-102.082771 38.47054,-102.082747 38.470427,-102.08271 38.470235,-102.082694 38.469785,-102.08268 38.469709,-102.082673 38.469691,-102.082653 38.469643,-102.082593 38.469564,-102.082473 38.469459)))",POINT(-102.082889823618 38.4636051321006),080619601001312,9,9,3,6,3,2,1,0,3,3,1,2,0,0,0
64,"MULTIPOLYGON(((-102.876683 38.31035,-102.876675 38.311065,-102.876739 38.317563,-102.876743 38.322982,-102.876751 38.32525,-102.876802 38.329459,-102.876852 38.331388,-102.876927 38.337959,-102.876871 38.340236,-102.876875 38.347914,-102.876884 38.368369,-102.875321 38.368373,-102.872389 38.368394,-102.856566 38.368444,-102.847438 38.368435,-102.840075 38.368428,-102.840068 38.36558,-102.840004 38.355302,-102.839906 38.341393,-102.839813 38.32542,-102.839823 38.324908,-102.846596 38.324911,-102.855615 38.324928,-102.857842 38.324921,-102.857963 38.32491,-102.858061 38.32489,-102.85815 38.324852,-102.858206 38.324795,-102.858251 38.324723,-102.858264 38.324655,-102.858269 38.324588,-102.858277 38.323572,-102.85826 38.322865,-102.858205 38.313167,-102.858198 38.310381,-102.862712 38.310385,-102.86862 38.310376,-102.876683 38.31035)))",POINT(-102.859703926662 38.3424887347841),080619601001180,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0
65,"MULTIPOLYGON(((-102.78037 38.479527,-102.781043 38.47953,-102.781032 38.480019,-102.780364 38.480017,-102.78037 38.479527)))",POINT(-102.780702143288 38.4797729443573),080619601002101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"MULTIPOLYGON(((-102.081154 38.472371,-102.078993 38.472353,-102.076806 38.472274,-102.070739 38.472258,-102.070292 38.472293,-102.070051 38.472347,-102.069811 38.472436,-102.069525 38.472606,-102.069227 38.472846,-102.06915 38.472924,-102.069002 38.473112,-102.068899 38.473314,-102.06885 38.473541,-102.068827 38.474016,-102.06889 38.476205,-102.068917 38.479153,-102.068999 38.483856,-102.069039 38.485681,-102.068085 38.485677,-102.054338 38.485699,-102.044975 38.485706,-102.044985 38.484794,-102.045008 38.472315,-102.069924 38.471975,-102.070816 38.472221,-102.08115 38.472224,-102.081154 38.472371)))",POINT(-102.057089228231 38.478897129374),080619601001303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,"MULTIPOLYGON(((-102.618543 38.289778,-102.618447 38.289759,-102.618216 38.289588,-102.618011 38.289373,-102.617508 38.288888,-102.615735 38.28727,-102.615124 38.286645,-102.614863 38.286323,-102.614564 38.285853,-102.613851 38.284623,-102.613629 38.284098,-102.613369 38.283276,-102.613097 38.281849,-102.61296 38.281289,-102.612706 38.280463,-102.612634 38.280027,-102.612622 38.279568,-102.612661 38.27926,-102.612833 38.278645,-102.613422 38.276923,-102.613538 38.276409,-102.61354 38.276133,-102.613441 38.275842,-102.613313 38.275596,-102.613115 38.275399,-102.612877 38.275237,-102.612629 38.275145,-102.612199 38.275009,-102.611602 38.274874,-102.611091 38.274833,-102.610431 38.27482,-102.609912 38.27486,-102.60934 38.27494,-102.608356 38.275119,-102.605269 38.275847,-102.604535 38.275929,-102.604126 38.275918,-102.603668 38.275833,-102.602973 38.275586,-102.602417 38.275365,-102.60191 38.27511,-102.60155 38.274877,-102.601327 38.274717,-102.601127 38.274451,-102.601033 38.274256,-102.600894 38.273899,-102.600771 38.273374,-102.6007 38.272835,-102.600652 38.271861,-102.600619 38.271298,-102.60051 38.270739,-102.600331 38.270186,-102.599994 38.269244,-102.599931 38.268827,-102.59994 38.268269,-102.600032 38.26787,-102.600133 38.267571,-102.600204 38.267332,-102.600221 38.267332,-102.600242 38.267332,-102.600526 38.267335,-102.618378 38.267495,-102.618492 38.267941,-102.618553 38.268331,-102.618565 38.273539,-102.618557 38.276374,-102.618543 38.289778)))",POINT(-102.61150127476 38.2744370154136),080619601001503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,"MULTIPOLYGON(((-102.968984 39.286605,-102.969396 39.300976,-102.967552 39.300989,-102.958952 39.300967,-102.959031 39.300915,-102.959139 39.300765,-102.959354 39.299852,-102.959852 39.298117,-102.959898 39.297863,-102.95988 39.290903,-102.959851 39.288096,-102.959868 39.287924,-102.95994 39.28778,-102.960173 39.287639,-102.962335 39.287122,-102.96448 39.286614,-102.96462 39.286587,-102.964874 39.286572,-102.968984 39.286605)))",POINT(-102.964553134738 39.2940289360217),080639623001125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,"MULTIPOLYGON(((-102.503079 39.299518,-102.503133 39.298937,-102.503963 39.298989,-102.519288 39.300131,-102.52144 39.300292,-102.528861 39.300845,-102.52897 39.300844,-102.531516 39.301043,-102.535197 39.301303,-102.53684 39.301377,-102.53912 39.301415,-102.540368 39.301413,-102.540367 39.302139,-102.521411 39.300827,-102.519231 39.300674,-102.503079 39.299518)))",POINT(-102.521397554714 39.3005420005705),080639622001064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"MULTIPOLYGON(((-102.605056 39.298926,-102.606322 39.298914,-102.606353 39.300037,-102.605067 39.300051,-102.605056 39.298926)))",POINT(-102.605699357579 39.2994834723235),080639622002092,8,8,6,2,6,3,2,1,6,5,2,3,1,1,0
71,"MULTIPOLYGON(((-102.282863 39.30086,-102.284279 39.30084,-102.284266 39.301197,-102.284224 39.301314,-102.284101 39.301366,-102.282855 39.301354,-102.282857 39.301261,-102.282863 39.30086)))",POINT(-102.283565286259 39.3011027501394),080639621003215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"MULTIPOLYGON(((-102.767127 39.549712,-102.768284 39.549718,-102.768794 39.549775,-102.770901 39.549727,-102.776041 39.549747,-102.777709 39.549763,-102.777783 39.549743,-102.777861 39.549695,-102.777926 39.549613,-102.777945 39.549496,-102.778031 39.543988,-102.778057 39.541327,-102.778183 39.535162,-102.780915 39.535184,-102.797642 39.535418,-102.797858 39.535407,-102.797784 39.548971,-102.797587 39.567792,-102.793982 39.567748,-102.783736 39.567781,-102.783621 39.567781,-102.764628 39.567887,-102.76453 39.567888,-102.76097 39.567901,-102.758694 39.567916,-102.758687 39.567132,-102.758828 39.55897,-102.758858 39.557103,-102.758977 39.549589,-102.760564 39.549624,-102.765481 39.549703,-102.767127 39.549712)))",POINT(-102.781010847917 39.5540786746733),080639623001003,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
73,"MULTIPOLYGON(((-102.977788 39.171056,-102.977585 39.199452,-102.977582 39.199909,-102.975209 39.199914,-102.968729 39.199935,-102.96873 39.199557,-102.968764 39.188819,-102.968762 39.185948,-102.968749 39.171203,-102.96942 39.171176,-102.977788 39.171056)))",POINT(-102.973221699812 39.1854696560451),080639623001216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,"MULTIPOLYGON(((-102.743377 39.303196,-102.744912 39.303197,-102.744928 39.304185,-102.743348 39.30419,-102.743377 39.303196)))",POINT(-102.744140456103 39.3036943849681),080639622002057,7,7,4,3,4,1,2,1,4,3,1,2,1,1,0
75,"MULTIPOLYGON(((-102.875116 39.162152,-102.875176 39.156411,-102.8792 39.156459,-102.891707 39.156552,-102.894098 39.15657,-102.904751 39.156605,-102.912288 39.156585,-102.912297 39.157168,-102.912301 39.157461,-102.912234 39.163356,-102.912274 39.164315,-102.912369 39.164931,-102.91239 39.16588,-102.91237 39.165905,-102.91233 39.165922,-102.912244 39.165929,-102.912212 39.165946,-102.912196 39.165968,-102.912213 39.166069,-102.912218 39.167692,-102.912131 39.173281,-102.91213 39.173757,-102.912152 39.174257,-102.912135 39.17448,-102.912134 39.175835,-102.912133 39.17691,-102.912111 39.178754,-102.912113 39.180261,-102.912076 39.182002,-102.91205 39.185611,-102.904921 39.185612,-102.897645 39.185624,-102.890806 39.185699,-102.888592 39.185738,-102.881965 39.185855,-102.880612 39.185895,-102.88021 39.185962,-102.879948 39.186021,-102.879831 39.186047,-102.879565 39.186061,-102.879317 39.186031,-102.87875 39.185919,-102.878388 39.185913,-102.874891 39.18596,-102.875035 39.169951,-102.875116 39.162152)))",POINT(-102.893543309916 39.1711341998343),080639623001208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,"MULTIPOLYGON(((-103.034861 39.28845,-103.034839 39.28792,-103.036251 39.287895,-103.036206 39.288448,-103.034861 39.28845)))",POINT(-103.035544037308 39.2881760258709),080639623001112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,"MULTIPOLYGON(((-102.260146 39.302286,-102.260146 39.302232,-102.261477 39.302247,-102.261464 39.303399,-102.260131 39.303395,-102.260146 39.302286)))",POINT(-102.260803616271 39.3028184251314),080639621004037,11,11,8,3,8,5,2,1,8,7,4,3,1,0,1
78,"MULTIPOLYGON(((-102.091372 39.331264,-102.097018 39.331323,-102.101715 39.331365,-102.103835 39.331396,-102.110289 39.331427,-102.122906 39.331418,-102.129002 39.331392,-102.128972 39.335999,-102.128886 39.34545,-102.128847 39.350114,-102.128716 39.356563,-102.128662 39.359851,-102.124472 39.359859,-102.110017 39.359852,-102.095436 39.359845,-102.091151 39.359817,-102.091201 39.355787,-102.091207 39.354428,-102.091294 39.348873,-102.0913 39.347417,-102.091318 39.34617,-102.09132 39.345514,-102.091339 39.338354,-102.091346 39.33565,-102.091372 39.331264)))",POINT(-102.110066587011 39.3456104804155),080639621001058,2,2,2,0,2,0,2,0,2,2,1,1,0,0,0
79,"MULTIPOLYGON(((-102.204224 39.31533,-102.237739 39.311652,-102.241247 39.311216,-102.241762 39.31115,-102.24172 39.315803,-102.241612 39.322264,-102.241545 39.327304,-102.241522 39.329693,-102.24151 39.330292,-102.241335 39.330294,-102.236409 39.33036,-102.235901 39.330367,-102.222667 39.330484,-102.205371 39.330629,-102.204078 39.330633,-102.204097 39.325194,-102.204187 39.317391,-102.204224 39.31533)))",POINT(-102.223576102748 39.3218290311096),080639621001081,6,6,5,1,5,2,2,1,5,4,1,3,1,0,1
80,"MULTIPOLYGON(((-102.110637 39.289317,-102.110517 39.282598,-102.110514 39.280453,-102.110445 39.276833,-102.110359 39.271483,-102.110316 39.268842,-102.110253 39.266364,-102.110124 39.259501,-102.116479 39.258926,-102.128342 39.257889,-102.128968 39.257822,-102.129243 39.2578,-102.131851 39.257942,-102.132061 39.257883,-102.132282 39.257869,-102.133102 39.257968,-102.133712 39.258009,-102.13404 39.258041,-102.134891 39.258094,-102.13926 39.258319,-102.139521 39.258316,-102.140857 39.258364,-102.141342 39.258407,-102.143023 39.258483,-102.143602 39.258522,-102.14404 39.258542,-102.147028 39.258675,-102.147587 39.258675,-102.147723 39.269128,-102.147943 39.28771,-102.148087 39.299876,-102.148115 39.302227,-102.139424 39.302229,-102.13422 39.30223,-102.133086 39.302236,-102.132878 39.302254,-102.132258 39.302234,-102.131347 39.302237,-102.129484 39.302211,-102.1292 39.302216,-102.117509 39.302199,-102.111699 39.302224,-102.110736 39.302214,-102.110637 39.289317)))",POINT(-102.129223799165 39.2803241900278),080639621001133,4,4,4,0,4,0,2,2,4,2,1,1,2,1,1
81,"MULTIPOLYGON(((-102.260179 39.116516,-102.269788 39.1182,-102.277218 39.119423,-102.278187 39.119577,-102.278642 39.119674,-102.278615 39.123031,-102.278593 39.124136,-102.278527 39.125035,-102.278418 39.12582,-102.278233 39.126703,-102.277718 39.128431,-102.27446 39.128432,-102.263305 39.128367,-102.25994 39.128338,-102.260101 39.120917,-102.260179 39.116516)))",POINT(-102.268806172127 39.1231907603827),080639621001189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,"MULTIPOLYGON(((-103.065553 39.272833,-103.065789 39.273017,-103.065877 39.273497,-103.065671 39.274,-103.065377 39.274206,-103.065024 39.274183,-103.064935 39.272788,-103.065553 39.272833)))",POINT(-103.065369327118 39.273466958879),080639623001173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,"MULTIPOLYGON(((-102.931394 39.49427,-102.930395 39.494758,-102.930398 39.49445,-102.930604 39.49429,-102.931394 39.49427)))",POINT(-102.930748880236 39.4944481501582),080639623001044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,"MULTIPOLYGON(((-102.148257 39.075612,-102.14824 39.087966,-102.148273 39.090284,-102.148276 39.091338,-102.133048 39.091431,-102.129422 39.091446,-102.129386 39.076424,-102.130415 39.076402,-102.148257 39.075612)))",POINT(-102.138901247247 39.0837081316268),080639621001173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,"MULTIPOLYGON(((-102.595438 39.303055,-102.59622 39.303082,-102.600311 39.303046,-102.600295 39.303446,-102.600303 39.303507,-102.600321 39.303531,-102.600453 39.303573,-102.601335 39.303573,-102.601308 39.304696,-102.600286 39.304681,-102.599105 39.304665,-102.59877 39.304661,-102.59767 39.304642,-102.596629 39.304631,-102.595399 39.304603,-102.595427 39.303486,-102.595438 39.303055)))",POINT(-102.598263121083 39.3038911523144),080639622001093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"MULTIPOLYGON(((-102.668344 39.417429,-102.66831 39.41745,-102.668249 39.417471,-102.668165 39.417477,-102.665956 39.417441,-102.649986 39.417182,-102.649832 39.417219,-102.649753 39.417296,-102.649728 39.417419,-102.649805 39.431014,-102.649789 39.431455,-102.649726 39.431582,-102.649688 39.431602,-102.649624 39.431629,-102.649522 39.431646,-102.643269 39.431644,-102.632297 39.431665,-102.630693 39.431677,-102.630967 39.425923,-102.631042 39.4228,-102.63105 39.415395,-102.631044 39.409885,-102.631056 39.39857,-102.631093 39.395269,-102.631095 39.395129,-102.631078 39.388219,-102.634767 39.388212,-102.639537 39.38818,-102.646869 39.38816,-102.651939 39.388163,-102.656829 39.388195,-102.664194 39.388275,-102.667739 39.388293,-102.66839 39.388305,-102.668379 39.389126,-102.66806 39.401451,-102.668048 39.402741,-102.668047 39.402793,-102.668259 39.411384,-102.668266 39.411688,-102.668316 39.413076,-102.66842 39.41724,-102.668406 39.417342,-102.668372 39.417401,-102.668344 39.417429)))",POINT(-102.647790227993 39.4071070977012),080639622002024,2,2,2,0,2,1,0,1,2,1,0,1,1,1,0
87,"MULTIPOLYGON(((-102.74344 39.286996,-102.743443 39.272281,-102.743443 39.271017,-102.743561 39.259479,-102.743567 39.25797,-102.746336 39.258005,-102.758692 39.258102,-102.762195 39.25812,-102.768278 39.258151,-102.774584 39.258205,-102.777415 39.258222,-102.778365 39.258228,-102.78038 39.258252,-102.780437 39.267167,-102.780464 39.268686,-102.780471 39.269935,-102.780529 39.279745,-102.780548 39.285529,-102.780554 39.286132,-102.780567 39.287333,-102.774018 39.287251,-102.767603 39.287148,-102.751158 39.287042,-102.750627 39.287052,-102.750037 39.28713,-102.749709 39.287158,-102.748904 39.287069,-102.748597 39.287035,-102.74682 39.287015,-102.74344 39.286996)))",POINT(-102.761981051764 39.2726464776521),080639623001198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
